,SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,Male_Lone_Parent_Employed_Worked_Full_Time,Male_Lone_Parent_Employed_Worked_Part_Time,Male_Lone_Parent_Employed_Away_From_Work,Male_Lone_Parent_Hours_Worked_Not_Stated,Male_Lone_Parent_Total_Employed,Male_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Male_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Male_Lone_Parent_Total_Unemployed,Male_Lone_Parent_Total_Labour_Force,Male_Lone_Parent_Not_In_The_Labour_Force,Male_Lone_Parent_Labour_Force_Status_Not_Stated,Male_Lone_Parent_Total,Female_Lone_Parent_Employed_Worked_Full_Time,Female_Lone_Parent_Employed_Worked_Part_Time,Female_Lone_Parent_Employed_Away_From_Work,Female_Lone_Parent_Hours_Worked_Not_Stated,Female_Lone_Parent_Total_Employed,Female_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Female_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Female_Lone_Parent_Total_Unemployed,Female_Lone_Parent_Total_Labour_Force,Female_Lone_Parent_Not_In_The_Labour_Force,Female_Lone_Parent_Labour_Force_Status_Not_Stated,Female_Lone_Parent_Total,Total_Lone_Parents_Employed_Worked_Full_Time,Total_Lone_Parents_Employed_Worked_Part_Time,Total_Lone_Parents_Employed_Away_From_Work,Total_Lone_Parents_Hours_Worked_Not_Stated,Total_Lone_Parents_Total_Employed,Total_Lone_Parents_Unemployed_Looking_For_Full_Time_Work,Total_Lone_Parents_Unemployed_Looking_For_Part_Time_Work,Total_Lone_Parents_Total_Unemployed,Total_Lone_Parents_Total_Labour_Force,Total_Lone_Parents_Not_In_The_Labour_Force,Total_Lone_Parents_Labour_Force_Status_Not_Stated,Total_Lone_Parents_Total,SA2_name,Index of Relative Socio-economic Disadvantage_score,Index of Relative Socio-economic Disadvantage_decile,Index of Relative Socio-economic Adv and Disadv_score,Index of Relative Socio-economic Adv and Disadv_decile,Index of Economic Resources_score,Index of Economic Resources_decile,Index of Education and Occupation_score,Index of Education and Occupation_decile,Usual Resident Population,code,name,total,vulnerable,vulnerable_percentage
119,206071139,37,6,0,0,47,0,0,0,47,8,0,50,75,16,0,0,85,0,0,0,85,4,0,92,22,3,0,0,28,0,0,0,28,0,0,28,5,0,0,0,8,0,0,0,8,0,0,8,138,25,0,0,162,0,0,0,162,9,0,168,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,137,25,0,0,169,0,0,0,169,9,0,173,62,6,3,0,76,0,0,0,75,5,0,83,0,0,0,0,0,0,0,0,0,0,0,0,207,34,0,0,244,0,0,0,245,14,0,257,3,0,0,0,3,0,0,0,3,0,0,3,4,6,0,0,15,0,0,0,13,4,0,20,10,6,0,0,12,0,0,0,18,5,0,23,Abbotsford,1077,9,1114,10,952,3,1159.0,10.0,8184.0,21139,Abbotsford,31,2,0.06
120,206071140,39,8,0,3,52,0,0,3,61,3,0,59,86,18,0,0,106,3,0,3,109,0,0,108,35,3,0,0,39,0,0,0,39,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,166,27,5,3,195,6,0,8,204,6,0,213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,165,31,5,3,206,6,0,8,207,7,0,217,57,16,0,0,69,0,0,3,75,0,0,78,0,0,0,0,0,0,0,0,0,0,4,3,223,44,4,4,276,7,3,8,286,10,4,295,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,17,0,0,3,22,15,0,33,8,8,5,0,21,0,0,3,23,14,0,36,Carlton North - Princes Hill,1084,9,1120,10,960,3,1173.0,10.0,8428.0,21140,Carlton North - Princes Hill,53,3,0.06
121,206071141,31,9,0,0,35,0,0,0,38,7,0,38,56,13,0,0,71,3,0,3,74,0,0,74,13,0,3,0,24,0,0,0,24,0,0,24,0,0,3,0,3,0,0,0,3,0,0,3,105,25,3,0,135,3,0,3,138,7,0,140,0,0,0,0,0,6,0,6,3,0,0,3,0,0,0,0,0,3,0,3,7,0,0,7,3,0,0,0,3,4,0,6,10,0,0,10,108,25,3,0,134,13,0,9,146,7,0,147,40,20,3,3,63,6,3,10,76,27,0,100,0,0,0,0,0,0,0,0,0,0,7,7,146,41,8,3,194,12,5,21,217,26,7,256,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,16,5,0,6,23,77,8,107,3,10,0,0,16,5,0,6,23,77,8,107,Collingwood,936,2,999,6,844,1,1076.0,8.0,8513.0,21141,Collingwood,72,14,0.19
122,206071142,31,3,0,0,38,3,0,3,42,9,0,46,74,19,3,3,93,0,0,0,93,0,0,97,26,0,7,3,37,0,0,0,37,0,0,37,0,0,0,4,5,0,0,0,5,0,0,5,131,20,10,9,172,3,0,3,176,7,0,182,4,0,0,0,4,3,0,3,7,0,0,7,0,3,0,0,0,3,0,3,5,0,0,5,4,3,0,0,6,4,0,4,10,0,0,10,138,24,10,9,180,11,0,11,187,7,0,197,60,28,3,3,91,4,3,12,102,40,0,143,0,0,0,3,3,0,0,0,3,0,0,8,198,49,15,19,279,19,3,18,298,51,0,344,0,0,0,0,3,0,0,0,3,3,0,11,3,3,0,3,11,0,8,11,19,77,0,96,8,3,0,3,12,4,8,13,22,78,0,107,Fitzroy,957,3,1022,7,870,1,1091.0,9.0,10445.0,21142,Fitzroy,73,8,0.11
123,206071143,60,12,0,0,75,3,0,3,84,8,0,87,170,21,0,0,191,0,0,0,186,4,0,193,28,6,5,0,36,0,0,0,38,0,0,39,0,0,0,0,3,0,0,0,3,0,0,3,262,42,5,0,305,3,0,7,312,9,0,319,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,3,3,0,3,7,0,0,7,266,42,5,0,313,8,0,7,321,9,0,329,64,8,0,0,79,7,0,4,84,4,0,87,3,0,0,4,5,0,0,0,5,0,0,5,336,49,5,7,394,13,3,14,408,10,0,422,0,0,0,0,0,0,0,0,0,0,0,3,9,12,3,0,22,0,0,0,26,24,0,51,6,12,3,0,23,0,0,0,26,26,0,54,Fitzroy North,1064,8,1104,9,962,3,1162.0,10.0,12339.0,21143,Fitzroy North,93,3,0.03
124,206071144,188,21,0,0,211,7,0,7,216,6,0,223,274,36,0,3,311,3,0,3,310,3,0,316,104,0,7,3,114,0,0,0,120,3,0,124,8,0,0,4,12,0,0,0,12,0,0,12,573,57,10,14,651,9,0,7,666,13,0,682,4,4,0,0,4,0,0,0,10,0,0,11,15,3,0,0,19,4,3,6,18,0,0,25,19,4,0,0,19,3,3,9,25,0,0,33,595,59,10,14,678,13,4,17,692,20,0,712,198,21,4,6,230,15,5,17,248,50,0,297,0,0,0,0,3,0,0,0,3,0,0,3,796,82,15,21,912,23,10,35,940,64,0,1009,3,0,0,0,5,0,0,3,8,0,0,5,11,14,0,0,23,0,4,4,24,120,7,149,12,17,0,0,25,0,7,4,35,118,7,156,Richmond (Vic.),1036,7,1081,9,941,2,1118.0,9.0,30499.0,21144,Richmond (Vic.),182,32,0.18
125,206071145,60,9,3,0,73,0,0,0,73,4,0,73,152,16,7,0,174,3,0,3,172,0,0,174,45,8,3,3,54,0,0,0,58,0,0,58,0,0,0,0,5,0,0,0,3,0,0,3,263,22,10,3,301,5,0,5,308,8,0,315,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,8,0,0,0,8,0,0,8,268,27,10,3,307,5,0,5,316,10,0,319,79,8,0,0,90,0,0,0,91,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,348,31,13,3,392,5,0,7,400,11,0,413,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,12,0,0,0,10,13,0,20,3,3,0,0,12,0,0,0,10,14,0,24,Yarra - North,1100,10,1130,10,1031,7,1167.0,10.0,9044.0,21145,Yarra - North,96,4,0.04
126,207011146,63,7,0,3,77,0,0,0,76,0,0,81,153,15,0,0,170,0,0,0,166,0,0,169,49,0,6,0,54,3,0,3,57,0,0,57,4,0,0,0,4,0,0,0,4,0,0,4,271,22,5,3,298,3,0,3,305,3,0,310,10,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,10,0,0,0,10,0,0,0,10,0,0,10,282,22,5,3,313,3,0,3,320,3,0,322,111,11,7,6,129,0,0,0,129,8,0,140,0,0,0,0,0,0,0,0,0,0,0,0,392,29,12,6,444,3,0,3,449,12,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,20,0,25,0,3,0,0,3,0,0,0,3,20,0,26,Ashburton (Vic.),1081,9,1114,10,1065,9,1141.0,10.0,7751.0,21146,Ashburton (Vic.),120,7,0.06
127,207011147,75,3,0,0,80,3,0,3,81,5,0,87,140,18,0,0,165,0,0,3,161,3,0,168,30,6,0,0,42,0,0,0,38,0,0,38,0,0,0,0,3,0,0,0,3,0,0,3,248,27,0,0,284,3,3,8,289,11,0,303,0,0,0,0,3,0,0,0,4,0,0,4,10,0,0,0,10,0,0,0,10,0,0,10,15,0,0,0,14,0,0,0,11,0,0,11,260,33,0,0,295,4,3,9,302,11,0,313,124,27,4,0,156,6,0,6,158,23,0,177,0,0,0,0,3,0,0,0,6,0,0,6,390,54,9,0,450,11,3,14,466,29,0,494,0,0,0,0,0,0,0,0,0,4,0,4,6,21,4,0,33,0,0,4,36,32,0,67,12,21,4,0,31,0,0,4,36,40,0,69,Balwyn,1076,9,1107,10,1045,8,1143.0,10.0,15831.0,21147,Balwyn,156,9,0.06
128,207011148,94,20,0,0,117,4,0,3,119,8,0,130,211,27,4,0,244,0,0,3,245,5,0,253,33,7,9,0,47,0,0,0,47,0,0,47,3,0,0,3,5,0,0,0,5,0,0,11,340,52,11,8,415,4,3,7,424,15,0,438,4,0,0,0,4,3,0,3,6,0,0,6,5,0,0,0,11,0,0,0,11,0,0,9,12,0,0,0,12,3,0,3,17,0,0,19,356,56,11,8,433,3,3,8,437,20,0,460,172,29,11,0,206,5,0,11,216,25,0,245,3,0,0,0,3,0,0,0,3,0,0,4,524,84,24,10,644,12,3,18,657,42,3,703,3,0,0,0,4,0,0,0,4,0,0,3,10,8,0,0,15,3,0,4,19,23,0,48,12,12,0,0,21,3,0,4,28,28,0,48,Balwyn North,1083,9,1109,10,1075,9,1128.0,10.0,20224.0,21148,Balwyn North,246,21,0.09
129,207011149,136,13,3,0,153,0,0,9,157,4,0,165,247,21,0,5,267,3,0,3,275,4,0,280,64,11,4,0,80,0,0,0,82,0,0,82,3,0,0,0,7,0,0,0,7,0,0,7,453,38,9,5,501,11,0,12,513,14,0,526,3,0,0,0,7,0,0,0,4,0,0,4,20,0,0,0,20,0,0,0,26,0,0,26,26,3,0,0,26,3,0,3,30,0,0,30,478,39,9,5,531,11,0,14,546,14,0,554,225,18,8,0,254,3,0,7,260,31,0,292,0,0,0,0,0,0,0,0,0,0,0,0,703,59,17,4,786,18,3,17,806,45,0,846,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,36,0,4,4,39,22,0,60,15,18,0,0,34,0,4,4,40,22,0,60,Camberwell,1107,10,1137,10,1074,9,1159.0,10.0,21400.0,21149,Camberwell,244,6,0.02
130,207011150,119,14,0,0,133,0,0,0,136,7,0,146,295,22,3,0,320,3,0,3,323,0,0,326,54,8,3,0,68,0,0,0,68,0,0,68,3,0,0,0,3,0,0,0,3,0,0,3,475,48,10,4,526,3,0,7,536,10,0,540,3,0,0,0,3,3,0,3,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,8,3,0,3,13,0,0,13,480,48,10,4,541,8,0,8,544,10,0,555,185,12,7,3,200,5,0,5,203,10,0,214,0,0,0,0,4,0,0,0,4,0,3,6,662,60,14,6,740,12,0,9,752,19,3,773,3,3,0,0,6,0,0,0,6,3,0,7,11,11,0,0,20,0,0,0,20,5,0,27,12,15,0,0,23,0,0,0,23,10,0,33,Glen Iris - East,1125,10,1154,10,1102,10,1167.0,10.0,16326.0,21150,Glen Iris - East,202,7,0.03
131,207011151,118,20,0,0,139,0,0,0,136,4,0,148,269,20,3,0,292,5,0,5,300,5,0,300,87,9,0,0,95,0,0,0,99,0,0,100,3,0,0,3,4,0,0,0,4,0,0,10,472,47,8,5,531,9,0,9,541,14,0,552,8,0,0,0,8,0,0,3,8,0,0,11,9,0,0,0,16,0,0,0,16,0,0,19,17,4,0,0,18,0,0,4,26,4,0,26,490,53,8,5,552,7,0,9,560,16,0,581,185,19,4,3,214,5,0,6,222,43,0,265,0,0,0,3,6,0,0,0,6,0,0,6,682,69,10,12,770,12,7,18,784,60,0,846,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,16,0,3,4,16,18,0,35,3,9,3,0,16,0,3,4,16,18,0,35,Hawthorn,1087,9,1118,10,975,4,1166.0,10.0,22973.0,21151,Hawthorn,132,4,0.03
132,207011152,102,15,0,0,116,5,0,5,121,5,0,128,195,18,3,4,216,4,3,5,227,5,0,229,71,3,7,0,80,0,0,0,80,0,0,80,4,0,0,0,4,0,0,0,4,0,0,8,367,41,10,3,414,9,3,10,428,9,0,442,7,0,0,0,7,3,0,3,10,0,0,10,6,0,0,0,13,0,0,0,13,0,0,13,14,0,0,0,18,3,0,3,20,0,0,20,380,41,10,3,431,8,3,10,443,9,0,458,177,14,4,0,199,4,4,8,205,18,0,222,0,0,0,0,0,0,0,0,0,0,0,0,554,53,8,4,631,10,6,18,652,33,0,680,0,0,0,0,0,0,0,0,0,0,0,0,12,11,3,0,23,0,0,0,23,11,0,34,12,11,4,0,24,0,0,0,24,11,0,34,Hawthorn East,1094,10,1126,10,1013,6,1168.0,10.0,15166.0,21152,Hawthorn East,157,12,0.08
133,207011153,143,22,0,3,166,3,0,3,170,5,0,171,299,24,7,0,324,3,0,3,333,4,0,334,69,3,4,0,79,0,0,0,79,0,0,81,3,0,0,3,10,0,0,0,10,3,0,11,510,49,14,6,579,7,0,7,583,15,0,600,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,10,0,0,10,10,0,0,0,10,0,0,3,16,0,0,16,519,49,14,6,589,6,0,13,597,15,0,608,220,27,15,7,261,8,0,12,273,16,0,289,0,0,0,3,3,0,0,0,3,0,0,3,739,74,25,15,857,18,3,18,874,23,0,904,0,0,0,0,0,0,0,0,3,0,0,0,8,16,0,0,29,3,0,3,31,15,0,47,10,16,0,0,30,3,0,3,28,19,0,48,Kew,1100,10,1133,10,1060,9,1163.0,10.0,24725.0,21153,Kew,183,10,0.05
134,207011154,49,5,0,0,58,0,0,0,57,5,0,64,108,11,0,0,122,0,0,0,121,0,0,121,17,3,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,179,25,0,0,207,3,0,3,210,5,0,209,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,191,25,0,0,215,3,0,3,214,5,0,221,82,6,0,0,87,3,0,3,91,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,269,29,0,0,301,3,0,3,311,7,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,10,0,13,0,3,0,0,3,0,0,0,3,10,0,13,Kew East,1098,10,1121,10,1071,9,1140.0,10.0,6513.0,21154,Kew East,56,4,0.07
135,207011155,92,10,0,0,101,5,0,5,107,3,0,107,203,23,3,0,230,0,0,0,231,0,0,231,58,0,7,0,65,0,0,0,65,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,351,35,8,0,393,9,0,9,402,7,0,407,0,0,0,0,3,0,0,0,3,0,0,3,4,3,0,0,8,0,0,0,8,0,0,8,3,5,0,0,5,0,0,0,5,0,0,5,351,34,8,0,407,9,0,9,411,7,0,417,142,10,3,0,161,5,0,5,164,14,0,176,0,0,0,0,0,0,0,0,0,0,0,0,498,50,16,3,563,14,0,14,575,17,0,594,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,14,0,0,0,14,4,0,21,9,3,3,0,13,0,0,0,13,4,0,17,Surrey Hills (West) - Canterbury,1116,10,1147,10,1093,10,1166.0,10.0,16319.0,21155,Surrey Hills (West) - Canterbury,154,5,0.03
136,207021156,59,3,0,0,67,0,0,0,66,7,0,73,126,21,0,0,147,0,0,3,144,3,0,152,32,3,5,0,42,0,0,0,42,0,0,42,0,0,0,4,4,0,0,0,4,0,0,4,213,24,7,4,252,4,0,7,255,10,0,267,6,0,0,0,6,0,0,0,6,0,0,6,8,3,0,0,11,0,0,0,11,0,0,11,14,3,0,0,14,0,0,0,14,0,0,14,221,26,7,4,265,4,0,7,271,10,0,278,135,18,7,4,159,4,0,4,167,19,0,188,3,0,0,0,3,0,0,0,3,0,0,3,357,42,17,8,432,6,0,5,440,31,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,16,0,0,0,16,20,0,33,3,7,0,3,18,0,0,0,18,20,0,36,Bulleen,1047,7,1053,8,1041,8,1054.0,8.0,11045.0,21156,Bulleen,70,2,0.03
137,207021157,107,10,0,3,120,6,0,6,129,14,0,138,189,33,4,0,226,3,0,4,234,7,0,236,54,7,0,0,68,0,0,0,68,0,0,67,4,0,0,7,10,0,0,0,10,0,3,11,361,50,5,6,425,11,0,14,434,15,3,457,3,0,0,0,3,3,0,3,9,0,0,9,16,0,0,0,16,6,0,6,22,0,0,22,16,0,0,0,23,9,0,9,30,0,0,30,380,53,5,6,443,16,0,22,463,15,3,483,222,29,0,9,263,12,3,16,281,35,0,313,0,0,0,0,0,0,0,0,0,0,0,3,602,81,8,16,712,29,3,34,743,51,4,797,0,0,0,0,0,0,0,0,0,0,0,4,11,9,3,0,24,0,0,0,27,40,0,65,8,9,3,0,28,0,0,0,27,43,0,67,Doncaster,1037,7,1051,8,1011,6,1075.0,8.0,20584.0,21157,Doncaster,210,30,0.14
138,207021159,86,16,0,0,102,0,0,0,102,5,0,107,167,17,6,4,190,0,0,0,190,3,0,196,39,3,5,0,44,3,0,3,50,0,0,50,3,0,0,4,5,0,0,0,5,0,0,5,291,35,9,6,344,3,0,3,347,12,0,357,11,0,0,0,11,0,0,0,11,0,0,11,10,0,0,0,14,0,0,0,16,0,0,16,21,0,0,0,24,0,0,0,23,0,0,23,312,33,9,6,365,4,0,4,367,12,0,382,166,18,0,0,190,3,0,3,191,22,0,216,0,0,0,0,0,0,0,0,0,0,3,3,482,52,13,12,556,12,0,12,567,32,3,599,3,0,0,0,3,6,0,6,11,0,0,8,10,7,0,0,22,0,0,0,27,11,0,40,19,7,0,0,26,6,0,4,32,15,0,47,Templestowe,1085,9,1098,9,1098,10,1091.0,9.0,16618.0,21159,Templestowe,151,17,0.11
139,207021160,103,6,0,0,113,3,0,3,115,4,0,116,201,17,0,0,223,3,0,3,222,3,0,228,49,3,0,0,58,0,0,0,58,0,3,56,0,0,0,3,3,0,0,0,3,0,0,3,356,32,0,3,390,6,0,4,394,7,3,405,4,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,7,3,0,3,11,0,0,11,9,0,0,0,14,3,0,3,15,0,0,15,369,32,0,3,403,5,0,10,411,7,3,423,162,19,3,10,188,10,0,10,202,11,0,214,0,0,0,0,3,0,0,0,3,0,0,3,529,53,7,12,601,20,0,20,619,16,3,644,0,0,0,0,4,0,0,0,3,6,0,8,4,12,3,3,19,0,0,0,19,17,0,36,5,9,3,4,21,0,0,0,24,23,0,45,Templestowe Lower,1064,8,1072,8,1058,8,1079.0,8.0,13598.0,21160,Templestowe Lower,114,6,0.05
140,207021424,94,5,3,0,106,0,0,3,108,3,0,111,137,18,0,0,159,3,0,3,163,6,0,165,33,0,5,0,39,0,0,0,39,0,0,42,0,0,0,3,3,0,0,0,3,0,0,3,269,22,11,5,309,3,0,7,315,11,0,323,0,0,0,0,3,0,0,0,3,0,0,3,8,3,0,0,14,0,0,0,14,0,0,14,13,3,0,0,15,0,0,0,15,0,0,15,282,27,11,5,320,3,0,7,330,11,0,333,189,27,0,3,224,7,0,7,229,18,0,241,0,0,0,0,3,0,0,0,3,0,0,3,478,53,12,9,547,7,0,12,555,24,0,583,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,0,23,4,0,3,23,15,0,40,12,12,3,0,21,4,0,4,25,15,0,38,Doncaster East (North),1077,9,1088,9,1079,9,1085.0,9.0,14573.0,21424,Doncaster East (North),175,24,0.14
141,207021425,104,7,3,0,114,4,3,6,119,13,0,136,157,30,4,3,195,3,0,3,198,5,0,203,47,10,8,0,59,3,0,3,60,3,0,62,4,0,0,5,8,0,0,0,7,0,0,7,311,39,10,7,371,14,6,14,386,24,0,410,4,0,0,0,4,0,0,0,9,0,0,9,16,0,0,0,17,0,0,0,17,0,0,21,23,0,0,0,24,0,0,0,28,0,0,25,338,42,10,7,400,11,6,18,411,25,0,442,189,38,0,7,238,10,0,12,247,30,0,279,3,0,0,0,3,0,0,0,3,0,0,3,528,78,14,12,636,22,7,33,663,58,0,721,3,0,0,0,3,0,0,0,3,0,0,4,13,12,0,0,27,0,0,0,28,31,0,58,18,12,0,0,26,0,0,0,28,35,0,64,Doncaster East (South),1029,7,1039,7,1001,5,1061.0,8.0,13956.0,21425,Doncaster East (South),206,16,0.08
142,207031161,142,25,0,0,161,6,0,6,165,11,0,184,356,28,4,9,388,4,0,10,395,4,0,400,82,12,9,0,97,0,0,0,97,4,0,103,4,0,0,5,9,0,0,0,9,0,0,9,576,60,10,7,656,14,0,10,671,17,0,694,7,3,0,0,9,0,0,0,9,0,0,13,10,0,0,0,10,3,0,5,16,0,0,16,20,3,0,0,24,3,0,6,25,0,0,25,601,65,10,7,678,15,3,15,696,20,0,715,303,16,3,7,332,0,0,6,331,15,0,352,0,0,0,0,3,0,0,0,3,0,3,5,906,82,17,16,1016,21,3,23,1032,40,3,1074,0,0,0,0,0,0,0,0,0,0,0,3,15,21,0,0,34,0,0,0,31,28,0,60,11,21,0,0,34,0,0,0,35,28,0,63,Blackburn,1073,9,1083,9,1037,8,1107.0,9.0,21382.0,21161,Blackburn,238,18,0.08
