Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Males,4,"Employed, hours of work not stated",206041118,Docklands,0
Females,4,"Employed, hours of work not stated",206041118,Docklands,0
Persons,4,"Employed, hours of work not stated",206041118,Docklands,0
Males,5,"Unemployed, looking for full-time work",206041118,Docklands,0
Females,5,"Unemployed, looking for full-time work",206041118,Docklands,0
Persons,5,"Unemployed, looking for full-time work",206041118,Docklands,0
Males,6,"Unemployed, looking for part-time work",206041118,Docklands,0
Females,6,"Unemployed, looking for part-time work",206041118,Docklands,0
Persons,6,"Unemployed, looking for part-time work",206041118,Docklands,0
Males,7,Not in the labour force,206041118,Docklands,0
Females,7,Not in the labour force,206041118,Docklands,11
Persons,7,Not in the labour force,206041118,Docklands,11
Males,Z,Labour force status not stated,206041118,Docklands,0
Females,Z,Labour force status not stated,206041118,Docklands,0
Persons,Z,Labour force status not stated,206041118,Docklands,0
Males,EMP,Total Employed,206041118,Docklands,0
Females,EMP,Total Employed,206041118,Docklands,22
Persons,EMP,Total Employed,206041118,Docklands,22
Males,UEMP,Total Unemployed,206041118,Docklands,0
Females,UEMP,Total Unemployed,206041118,Docklands,0
Persons,UEMP,Total Unemployed,206041118,Docklands,0
Males,LF,Total Labour Force,206041118,Docklands,0
Females,LF,Total Labour Force,206041118,Docklands,19
Persons,LF,Total Labour Force,206041118,Docklands,19
Males,TOT,Total,206041118,Docklands,0
Females,TOT,Total,206041118,Docklands,27
Persons,TOT,Total,206041118,Docklands,27
Males,1,"Employed, worked full-time",206041119,East Melbourne,0
Females,1,"Employed, worked full-time",206041119,East Melbourne,0
Persons,1,"Employed, worked full-time",206041119,East Melbourne,0
Males,2,"Employed, worked part-time",206041119,East Melbourne,0
Females,2,"Employed, worked part-time",206041119,East Melbourne,0
Persons,2,"Employed, worked part-time",206041119,East Melbourne,0
Males,3,"Employed, away from work",206041119,East Melbourne,0
Females,3,"Employed, away from work",206041119,East Melbourne,3
Persons,3,"Employed, away from work",206041119,East Melbourne,3
Males,4,"Employed, hours of work not stated",206041119,East Melbourne,0
Females,4,"Employed, hours of work not stated",206041119,East Melbourne,0
Persons,4,"Employed, hours of work not stated",206041119,East Melbourne,0
Males,5,"Unemployed, looking for full-time work",206041119,East Melbourne,0
Females,5,"Unemployed, looking for full-time work",206041119,East Melbourne,0
Persons,5,"Unemployed, looking for full-time work",206041119,East Melbourne,0
Males,6,"Unemployed, looking for part-time work",206041119,East Melbourne,0
Females,6,"Unemployed, looking for part-time work",206041119,East Melbourne,0
Persons,6,"Unemployed, looking for part-time work",206041119,East Melbourne,0
Males,7,Not in the labour force,206041119,East Melbourne,0
Females,7,Not in the labour force,206041119,East Melbourne,3
Persons,7,Not in the labour force,206041119,East Melbourne,3
Males,Z,Labour force status not stated,206041119,East Melbourne,0
Females,Z,Labour force status not stated,206041119,East Melbourne,0
Persons,Z,Labour force status not stated,206041119,East Melbourne,0
Males,EMP,Total Employed,206041119,East Melbourne,0
Females,EMP,Total Employed,206041119,East Melbourne,5
Persons,EMP,Total Employed,206041119,East Melbourne,8
Males,UEMP,Total Unemployed,206041119,East Melbourne,0
Females,UEMP,Total Unemployed,206041119,East Melbourne,0
Persons,UEMP,Total Unemployed,206041119,East Melbourne,0
Males,LF,Total Labour Force,206041119,East Melbourne,0
Females,LF,Total Labour Force,206041119,East Melbourne,5
Persons,LF,Total Labour Force,206041119,East Melbourne,8
Males,TOT,Total,206041119,East Melbourne,0
Females,TOT,Total,206041119,East Melbourne,9
Persons,TOT,Total,206041119,East Melbourne,12
Males,1,"Employed, worked full-time",206041120,Flemington Racecourse,0
Females,1,"Employed, worked full-time",206041120,Flemington Racecourse,0
Persons,1,"Employed, worked full-time",206041120,Flemington Racecourse,0
Males,2,"Employed, worked part-time",206041120,Flemington Racecourse,0
Females,2,"Employed, worked part-time",206041120,Flemington Racecourse,0
Persons,2,"Employed, worked part-time",206041120,Flemington Racecourse,0
Males,3,"Employed, away from work",206041120,Flemington Racecourse,0
Females,3,"Employed, away from work",206041120,Flemington Racecourse,0
Persons,3,"Employed, away from work",206041120,Flemington Racecourse,0
Males,4,"Employed, hours of work not stated",206041120,Flemington Racecourse,0
Females,4,"Employed, hours of work not stated",206041120,Flemington Racecourse,0
Persons,4,"Employed, hours of work not stated",206041120,Flemington Racecourse,0
Males,5,"Unemployed, looking for full-time work",206041120,Flemington Racecourse,0
Females,5,"Unemployed, looking for full-time work",206041120,Flemington Racecourse,0
Persons,5,"Unemployed, looking for full-time work",206041120,Flemington Racecourse,0
Males,6,"Unemployed, looking for part-time work",206041120,Flemington Racecourse,0
Females,6,"Unemployed, looking for part-time work",206041120,Flemington Racecourse,0
Persons,6,"Unemployed, looking for part-time work",206041120,Flemington Racecourse,0
Males,7,Not in the labour force,206041120,Flemington Racecourse,0
Females,7,Not in the labour force,206041120,Flemington Racecourse,0
Persons,7,Not in the labour force,206041120,Flemington Racecourse,0
Males,Z,Labour force status not stated,206041120,Flemington Racecourse,0
Females,Z,Labour force status not stated,206041120,Flemington Racecourse,0
Persons,Z,Labour force status not stated,206041120,Flemington Racecourse,0
Males,EMP,Total Employed,206041120,Flemington Racecourse,0
Females,EMP,Total Employed,206041120,Flemington Racecourse,0
Persons,EMP,Total Employed,206041120,Flemington Racecourse,0
Males,UEMP,Total Unemployed,206041120,Flemington Racecourse,0
Females,UEMP,Total Unemployed,206041120,Flemington Racecourse,0
Persons,UEMP,Total Unemployed,206041120,Flemington Racecourse,0
Males,LF,Total Labour Force,206041120,Flemington Racecourse,0
Females,LF,Total Labour Force,206041120,Flemington Racecourse,0
Persons,LF,Total Labour Force,206041120,Flemington Racecourse,0
Males,TOT,Total,206041120,Flemington Racecourse,0
Females,TOT,Total,206041120,Flemington Racecourse,0
Persons,TOT,Total,206041120,Flemington Racecourse,0
Males,1,"Employed, worked full-time",206041121,Kensington (Vic.),0
Females,1,"Employed, worked full-time",206041121,Kensington (Vic.),6
Persons,1,"Employed, worked full-time",206041121,Kensington (Vic.),7
Males,2,"Employed, worked part-time",206041121,Kensington (Vic.),0
Females,2,"Employed, worked part-time",206041121,Kensington (Vic.),13
Persons,2,"Employed, worked part-time",206041121,Kensington (Vic.),9
Males,3,"Employed, away from work",206041121,Kensington (Vic.),0
Females,3,"Employed, away from work",206041121,Kensington (Vic.),4
Persons,3,"Employed, away from work",206041121,Kensington (Vic.),4
Males,4,"Employed, hours of work not stated",206041121,Kensington (Vic.),0
Females,4,"Employed, hours of work not stated",206041121,Kensington (Vic.),0
Persons,4,"Employed, hours of work not stated",206041121,Kensington (Vic.),0
Males,5,"Unemployed, looking for full-time work",206041121,Kensington (Vic.),3
Females,5,"Unemployed, looking for full-time work",206041121,Kensington (Vic.),0
Persons,5,"Unemployed, looking for full-time work",206041121,Kensington (Vic.),3
Males,6,"Unemployed, looking for part-time work",206041121,Kensington (Vic.),0
Females,6,"Unemployed, looking for part-time work",206041121,Kensington (Vic.),0
Persons,6,"Unemployed, looking for part-time work",206041121,Kensington (Vic.),3
Males,7,Not in the labour force,206041121,Kensington (Vic.),3
Females,7,Not in the labour force,206041121,Kensington (Vic.),25
Persons,7,Not in the labour force,206041121,Kensington (Vic.),25
Males,Z,Labour force status not stated,206041121,Kensington (Vic.),0
Females,Z,Labour force status not stated,206041121,Kensington (Vic.),0
Persons,Z,Labour force status not stated,206041121,Kensington (Vic.),0
Males,EMP,Total Employed,206041121,Kensington (Vic.),0
Females,EMP,Total Employed,206041121,Kensington (Vic.),18
Persons,EMP,Total Employed,206041121,Kensington (Vic.),20
Males,UEMP,Total Unemployed,206041121,Kensington (Vic.),4
Females,UEMP,Total Unemployed,206041121,Kensington (Vic.),0
Persons,UEMP,Total Unemployed,206041121,Kensington (Vic.),6
Males,LF,Total Labour Force,206041121,Kensington (Vic.),6
Females,LF,Total Labour Force,206041121,Kensington (Vic.),22
Persons,LF,Total Labour Force,206041121,Kensington (Vic.),26
Males,TOT,Total,206041121,Kensington (Vic.),5
Females,TOT,Total,206041121,Kensington (Vic.),41
Persons,TOT,Total,206041121,Kensington (Vic.),53
Males,1,"Employed, worked full-time",206041122,Melbourne,8
Females,1,"Employed, worked full-time",206041122,Melbourne,9
Persons,1,"Employed, worked full-time",206041122,Melbourne,17
Males,2,"Employed, worked part-time",206041122,Melbourne,0
Females,2,"Employed, worked part-time",206041122,Melbourne,8
Persons,2,"Employed, worked part-time",206041122,Melbourne,8
Males,3,"Employed, away from work",206041122,Melbourne,0
Females,3,"Employed, away from work",206041122,Melbourne,0
Persons,3,"Employed, away from work",206041122,Melbourne,0
Males,4,"Employed, hours of work not stated",206041122,Melbourne,0
Females,4,"Employed, hours of work not stated",206041122,Melbourne,0
Persons,4,"Employed, hours of work not stated",206041122,Melbourne,0
Males,5,"Unemployed, looking for full-time work",206041122,Melbourne,0
Females,5,"Unemployed, looking for full-time work",206041122,Melbourne,0
Persons,5,"Unemployed, looking for full-time work",206041122,Melbourne,0
Males,6,"Unemployed, looking for part-time work",206041122,Melbourne,0
Females,6,"Unemployed, looking for part-time work",206041122,Melbourne,3
Persons,6,"Unemployed, looking for part-time work",206041122,Melbourne,3
Males,7,Not in the labour force,206041122,Melbourne,3
Females,7,Not in the labour force,206041122,Melbourne,35
Persons,7,Not in the labour force,206041122,Melbourne,34
Males,Z,Labour force status not stated,206041122,Melbourne,0
Females,Z,Labour force status not stated,206041122,Melbourne,0
Persons,Z,Labour force status not stated,206041122,Melbourne,0
Males,EMP,Total Employed,206041122,Melbourne,8
Females,EMP,Total Employed,206041122,Melbourne,16
Persons,EMP,Total Employed,206041122,Melbourne,22
Males,UEMP,Total Unemployed,206041122,Melbourne,0
Females,UEMP,Total Unemployed,206041122,Melbourne,3
Persons,UEMP,Total Unemployed,206041122,Melbourne,3
Males,LF,Total Labour Force,206041122,Melbourne,8
Females,LF,Total Labour Force,206041122,Melbourne,21
Persons,LF,Total Labour Force,206041122,Melbourne,23
Males,TOT,Total,206041122,Melbourne,9
Females,TOT,Total,206041122,Melbourne,58
Persons,TOT,Total,206041122,Melbourne,61
Males,1,"Employed, worked full-time",206041123,North Melbourne,7
Females,1,"Employed, worked full-time",206041123,North Melbourne,12
Persons,1,"Employed, worked full-time",206041123,North Melbourne,16
Males,2,"Employed, worked part-time",206041123,North Melbourne,0
Females,2,"Employed, worked part-time",206041123,North Melbourne,12
Persons,2,"Employed, worked part-time",206041123,North Melbourne,11
Males,3,"Employed, away from work",206041123,North Melbourne,0
Females,3,"Employed, away from work",206041123,North Melbourne,0
Persons,3,"Employed, away from work",206041123,North Melbourne,0
Males,4,"Employed, hours of work not stated",206041123,North Melbourne,0
Females,4,"Employed, hours of work not stated",206041123,North Melbourne,0
Persons,4,"Employed, hours of work not stated",206041123,North Melbourne,3
Males,5,"Unemployed, looking for full-time work",206041123,North Melbourne,0
Females,5,"Unemployed, looking for full-time work",206041123,North Melbourne,0
Persons,5,"Unemployed, looking for full-time work",206041123,North Melbourne,0
Males,6,"Unemployed, looking for part-time work",206041123,North Melbourne,0
Females,6,"Unemployed, looking for part-time work",206041123,North Melbourne,3
Persons,6,"Unemployed, looking for part-time work",206041123,North Melbourne,3
Males,7,Not in the labour force,206041123,North Melbourne,0
Females,7,Not in the labour force,206041123,North Melbourne,71
Persons,7,Not in the labour force,206041123,North Melbourne,72
Males,Z,Labour force status not stated,206041123,North Melbourne,0
Females,Z,Labour force status not stated,206041123,North Melbourne,4
Persons,Z,Labour force status not stated,206041123,North Melbourne,4
Males,EMP,Total Employed,206041123,North Melbourne,8
Females,EMP,Total Employed,206041123,North Melbourne,26
Persons,EMP,Total Employed,206041123,North Melbourne,30
Males,UEMP,Total Unemployed,206041123,North Melbourne,0
Females,UEMP,Total Unemployed,206041123,North Melbourne,3
Persons,UEMP,Total Unemployed,206041123,North Melbourne,3
Males,LF,Total Labour Force,206041123,North Melbourne,4
Females,LF,Total Labour Force,206041123,North Melbourne,27
Persons,LF,Total Labour Force,206041123,North Melbourne,35
Males,TOT,Total,206041123,North Melbourne,10
Females,TOT,Total,206041123,North Melbourne,111
Persons,TOT,Total,206041123,North Melbourne,117
Males,1,"Employed, worked full-time",206041124,Parkville,0
Females,1,"Employed, worked full-time",206041124,Parkville,0
Persons,1,"Employed, worked full-time",206041124,Parkville,3
Males,2,"Employed, worked part-time",206041124,Parkville,0
Females,2,"Employed, worked part-time",206041124,Parkville,0
Persons,2,"Employed, worked part-time",206041124,Parkville,3
Males,3,"Employed, away from work",206041124,Parkville,0
Females,3,"Employed, away from work",206041124,Parkville,0
Persons,3,"Employed, away from work",206041124,Parkville,0
Males,4,"Employed, hours of work not stated",206041124,Parkville,0
Females,4,"Employed, hours of work not stated",206041124,Parkville,0
Persons,4,"Employed, hours of work not stated",206041124,Parkville,0
Males,5,"Unemployed, looking for full-time work",206041124,Parkville,0
Females,5,"Unemployed, looking for full-time work",206041124,Parkville,0
Persons,5,"Unemployed, looking for full-time work",206041124,Parkville,0
Males,6,"Unemployed, looking for part-time work",206041124,Parkville,0
Females,6,"Unemployed, looking for part-time work",206041124,Parkville,0
Persons,6,"Unemployed, looking for part-time work",206041124,Parkville,0
Males,7,Not in the labour force,206041124,Parkville,0
Females,7,Not in the labour force,206041124,Parkville,9
Persons,7,Not in the labour force,206041124,Parkville,9
Males,Z,Labour force status not stated,206041124,Parkville,0
Females,Z,Labour force status not stated,206041124,Parkville,0
Persons,Z,Labour force status not stated,206041124,Parkville,0
